cgid,chr,pos,strand,Type,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group
cg21512075,chr14,74318575,+,I,chr14:74318412-74318785,Island,PTGR2;PTGR2;PTGR2;PTGR2;PTGR2,NM_001146154;NM_001146155;NM_152444;NM_001146155;NM_001146154,5'UTR;1stExon;TSS200;5'UTR;1stExon
cg21515159,chr19,11639617,+,I,chr19:11639614-11639897,Island,ECSIT;ECSIT;ECSIT;ECSIT,NM_001142464;NR_024551;NM_016581;NM_001142465,5'UTR;Body;5'UTR;5'UTR
cg21545977,chr1,11741439,-,I,chr1:11740828-11741717,Island,MAD2L2;MAD2L2,NM_001127325;NM_006341,5'UTR;TSS200
cg21549333,chr12,57623775,+,I,chr12:57623420-57623903,Island,SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2,NM_005412;NR_029415;NR_029417;NM_001166358;NM_001166357;NR_029416;NM_001166356;NM_001166359,Body;TSS1500;Body;TSS200;TSS1500;TSS200;Body;TSS1500
cg21552709,chr6,94129636,-,I,chr6:94126272-94129677,Island,EPHA7,NM_004440,TSS1500
cg21557914,chr17,4901038,+,I,chr17:4900357-4901798,Island,INCA1;INCA1;KIF1C;INCA1;INCA1,NM_213726;NM_001167986;NM_006612;NM_001167985;NM_001167987,TSS200;TSS200;TSS1500;TSS200;TSS200
cg21558323,chr11,66035429,+,I,chr11:66035216-66035447,Island,RAB1B,NM_030981,TSS1500
cg21558508,chr5,133968566,+,I,chr5:133968214-133968722,Island,SAR1B;SAR1B,NM_016103;NM_001033503,TSS200;TSS200
cg21560774,chr14,39901815,+,I,chr14:39900676-39902206,Island,FBXO33,NM_203301,TSS200
cg21566550,chr2,203240691,+,II,chr2:203239865-203242418,Island,BMPR2,NM_001204,TSS1500
cg21572210,chr19,51842233,-,I,chr19:51842128-51842353,Island,VSIG10L,NM_001163922,Body
cg21574531,chr12,32259703,+,I,chr12:32259249-32260165,Island,BICD1;BICD1,NM_001714;NM_001003398,TSS1500;TSS1500
cg21577260,chr17,73285714,-,I,chr17:73285180-73285854,Island,SLC25A19;SLC25A19;SLC25A19,NM_001126122;NM_001126121;NM_021734,TSS200;TSS200;TSS200
cg21605859,chr18,48723183,+,I,chr18:48722530-48723760,Island,MEX3C,NM_016626,1stExon
cg21616297,chr2,114648106,+,I,chr2:114647669-114648312,Island,ACTR3,NM_005721,Body
cg21621906,chr7,142494914,-,I,chr7:142494563-142495248,Island,,,
cg21638518,chr12,104457897,+,I,chr12:104457766-104459087,Island,HCFC2,NM_013320,TSS1500
cg21639273,chr8,144911748,+,I,chr8:144911055-144912075,Island,PUF60;PUF60;PUF60,NM_078480;NM_014281;NM_001136033,TSS1500;TSS1500;TSS1500
cg21639988,chr17,79849450,-,I,chr17:79848512-79849981,Island,ANAPC11;ANAPC11;ANAPC11;ANAPC11;ANAPC11;THOC4;ANAPC11;ANAPC11,NM_001002246;NM_001002244;NM_001002247;NM_001002249;NM_016476;NM_005782;NM_001002248;NM_001002245,TSS200;TSS200;TSS200;TSS1500;TSS200;1stExon;TSS200;TSS200
cg21644669,chr17,8649170,-,I,chr17:8649003-8649513,Island,CCDC42;CCDC42,NM_001158261;NM_144681,TSS1500;TSS1500
cg21647473,chr3,136581035,-,I,chr3:136580875-136581721,Island,NCK1,NM_006153,TSS200
cg21650694,chr21,37692700,-,I,chr21:37692208-37693059,Island,MORC3,NM_015358,Body
cg21660531,chr2,207024562,+,I,chr2:207023910-207024981,Island,EEF1B2;EEF1B2;NDUFS1;EEF1B2;EEF1B2,NM_021121;NM_001959;NM_005006;NM_001037663;NM_001959,5'UTR;5'UTR;TSS1500;5'UTR;1stExon
cg21666768,chr6,30166498,+,I,,OpenSea,TRIM26,NM_003449,Body
cg21672705,chr8,6565867,-,I,chr8:6565314-6566658,Island,AGPAT5,NM_018361,TSS200
cg21679674,chr2,128283815,-,I,chr2:128283578-128284524,Island,IWS1;IWS1,NM_017969;NM_017969,1stExon;5'UTR
cg21691089,chr1,8938721,-,I,chr1:8938098-8939409,Island,ENO1;ENO1,NM_001428;NM_001428,1stExon;5'UTR
cg21697007,chr12,57623759,+,I,chr12:57623420-57623903,Island,SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2;SHMT2,NM_005412;NR_029415;NR_029417;NM_001166358;NM_001166357;NR_029416;NM_001166356;NM_001166359,Body;TSS1500;Body;TSS200;TSS1500;TSS200;Body;TSS1500
cg21700070,chr19,54641527,+,I,chr19:54641071-54642325,Island,CNOT3;CNOT3,NM_014516;NM_014516,1stExon;5'UTR
cg21703138,chr5,133561950,-,I,chr5:133561140-133562544,Island,PPP2CA,NM_002715,TSS200
cg21711672,chr18,12948235,-,I,chr18:12947924-12948654,Island,SEH1L;SEH1L,NM_031216;NM_001013437,Body;Body
cg21721093,chr17,8906386,-,I,chr17:8906236-8908080,Island,,,
cg21730366,chr19,52097802,-,I,chr19:52097252-52098000,Island,,,
cg21736108,chr19,48282350,-,I,chr19:48281585-48282351,Island,SEPW1,NM_003009,Body
cg21741781,chr11,116643503,+,I,chr11:116643309-116643892,Island,BUD13;BUD13,NM_001159736;NM_032725,Body;Body
cg21744203,chr8,120868354,-,I,chr8:120867785-120868440,Island,DSCC1,NM_024094,TSS200
cg21754186,chr3,15106488,+,I,chr3:15106459-15106971,Island,MRPS25,NM_022497,Body
cg21761988,chr19,39421489,+,I,chr19:39421063-39421615,Island,MRPS12;SARS2;SARS2;SARS2;MRPS12;MRPS12;MRPS12;SARS2,NM_033363;NM_001145901;NM_017827;NM_017827;NM_033362;NM_021107;NM_033362;NM_001145901,TSS200;5'UTR;5'UTR;1stExon;1stExon;TSS200;5'UTR;1stExon
cg21768899,chr12,105724426,-,I,chr12:105724272-105725052,Island,C12orf75;C12orf75,NM_001145199;NM_001145199,1stExon;5'UTR
cg21774754,chr1,212873477,-,I,chr1:212872460-212874048,Island,BATF3,NM_018664,TSS200
cg21784052,chr20,47835958,-,I,chr20:47835783-47836067,Island,DDX27,NM_017895,1stExon
cg21784498,chr17,26645922,+,I,chr17:26645860-26646605,Island,TMEM97,NM_014573,TSS200
cg21786349,chr20,33460740,+,I,chr20:33460430-33460866,Island,GGT7,NM_178026,TSS200
cg21793857,chr7,43966216,-,I,chr7:43965806-43966400,Island,URGCP;UBE2D4,NM_001077664;NM_015983,TSS1500;Body
cg21803754,chr20,60718392,+,I,chr20:60717598-60719667,Island,PSMA7;PSMA7;SS18L1,NM_002792;NM_002792;NM_198935,1stExon;5'UTR;TSS1500
cg21820436,chr3,130613407,-,I,chr3:130612285-130613485,Island,ATP2C1;ATP2C1;ATP2C1;ATP2C1,NM_001001486;NM_001001487;NM_014382;NM_001001485,TSS200;TSS200;TSS200;TSS200
cg21826946,chr3,169755748,+,I,chr3:169755594-169756847,Island,GPR160;GPR160,NM_014373;NM_014373,1stExon;5'UTR
cg21830003,chr11,133907114,+,I,chr11:133906735-133907359,Island,LOC100128239,NR_027276,Body
cg21830313,chr1,3528077,+,I,chr1:3527619-3528078,Island,MEGF6,NM_001409,TSS200
cg21831587,chr7,74267412,+,I,chr7:74267121-74268083,Island,GTF2IRD2,NM_173537,5'UTR
cg21840256,chr12,49076149,-,I,chr12:49075489-49076301,Island,C12orf41,NM_017822,TSS200
cg21842944,chr7,98985712,-,I,,OpenSea,ARPC1B,NM_005720,Body
cg21843258,chr8,145597415,+,I,chr8:145597414-145598588,Island,ADCK5,NM_174922,TSS1500
cg21845817,chr2,96068451,-,I,chr2:96068303-96068840,Island,FAHD2A;FAHD2A,NM_016044;NM_016044,5'UTR;1stExon
cg21850830,chr8,124553593,-,I,chr8:124552539-124554017,Island,FBXO32,NM_058229,TSS200
cg21856881,chr11,118799483,+,I,chr11:118795950-118796819,S_Shelf,,,
cg21861644,chr18,13726504,+,I,chr18:13725979-13727370,Island,C18orf19;C18orf19;RNMT;C18orf19;C18orf19,NM_152352;NM_001098801;NM_003799;NM_152352;NM_001098801,5'UTR;1stExon;TSS200;1stExon;5'UTR
cg21862903,chr15,40734369,-,I,chr15:40732929-40734697,Island,BAHD1,NM_014952,5'UTR
cg21893354,chr5,14582133,-,I,chr5:14581497-14582569,Island,FAM105A,NM_019018,Body
cg21894058,chr7,6098788,+,I,chr7:6098449-6098982,Island,EIF2AK1;EIF2AK1;EIF2AK1;EIF2AK1,NM_014413;NM_014413;NM_001134335;NM_001134335,1stExon;5'UTR;5'UTR;1stExon
cg21907663,chr1,93250255,-,I,chr1:93249938-93251096,Island,EVI5,NM_005665,Body
cg21915647,chr14,21439301,+,I,chr14:21439578-21439908,N_Shore,,,
cg21915935,chr1,151432024,+,I,chr1:151431540-151432032,Island,POGZ;POGZ;POGZ,NM_015100;NM_145796;NM_207171,TSS200;TSS200;TSS200
cg21921513,chr1,70876865,+,I,chr1:70876622-70877091,Island,CTH;CTH,NM_153742;NM_001902,TSS200;TSS200
cg21922991,chr4,4292008,-,I,chr4:4291773-4292495,Island,ZNF509;LYAR;LYAR;ZNF509,NM_145291;NM_001145725;NM_017816;NM_145291,5'UTR;TSS1500;TSS200;1stExon
cg21925064,chr5,148724958,-,I,chr5:148724888-148725325,Island,GRPEL2,NM_152407,TSS200
cg21928783,chr11,46726931,+,I,chr11:46726745-46727037,Island,ZNF408,NM_024741,Body
cg21929649,chr17,42976959,-,I,chr17:42976710-42977118,Island,EFTUD2;CCDC103;EFTUD2;EFTUD2;EFTUD2,NM_004247;NM_213607;NM_001142605;NM_001142605;NM_004247,1stExon;TSS200;5'UTR;1stExon;5'UTR
cg21934564,chr2,113342070,+,I,chr2:113341684-113342453,Island,CHCHD5;CHCHD5,NM_032309;NM_032309,1stExon;5'UTR
cg21934878,chr15,43213095,+,I,chr15:43212416-43213601,Island,TTBK2,NM_173500,TSS200
cg21936575,chr8,103819203,-,I,chr8:103818620-103819495,Island,,,
cg21938845,chr7,75915065,+,I,chr7:75911818-75912496,S_Shelf,SRRM3,NM_001110199,Body
cg21942218,chr1,7723420,+,I,chr1:7723400-7725175,Island,CAMTA1,NM_015215,Body
cg21961831,chr19,35264069,-,I,chr19:35263648-35264275,Island,ZNF599;ZNF599,NM_001007248;NM_001007248,1stExon;5'UTR
cg21963925,chr16,1252088,+,I,chr16:1251565-1252155,Island,CACNA1H;CACNA1H,NM_021098;NM_001005407,Body;Body
cg21978694,chr19,45316509,+,I,chr19:45316492-45316842,Island,BCAM;BCAM,NM_001013257;NM_005581,Body;Body
cg21980685,chr6,90348553,-,I,chr6:90348167-90348564,Island,LYRM2;LYRM2;LYRM2;LYRM2,NR_028495;NR_028494;NR_028493;NM_020466,TSS1500;TSS1500;TSS1500;TSS200
cg21981706,chr11,118023445,-,I,chr11:118023352-118024194,Island,SCN4B;SCN4B;SCN4B;SCN4B,NM_174934;NM_001142348;NM_001142348;NM_174934,1stExon;1stExon;5'UTR;5'UTR
cg22012230,chr1,151138791,+,I,,OpenSea,LYSMD1;LYSMD1;SCNM1,NM_001136543;NM_212551;NM_024041,TSS1500;TSS1500;Body
cg22016434,chr2,101869349,-,I,chr2:101869023-101869876,Island,C2orf29;C2orf29,NM_017546;NM_017546,5'UTR;1stExon
cg22019999,chr13,41634387,-,I,chr13:41634172-41636120,Island,WBP4,NM_007187,TSS1500
cg22024370,chr6,30689478,+,I,chr6:30688624-30689530,Island,TUBB,NM_178014,Body
cg22029709,chr6,56954907,-,II,chr6:56954731-56955486,Island,ZNF451;ZNF451;ZNF451;ZNF451,NM_001031623;NM_001031623;NM_015555;NM_015555,5'UTR;1stExon;1stExon;5'UTR
cg22029824,chr4,2043860,-,I,chr4:2042115-2044581,Island,C4orf48;C4orf48;C4orf48,NM_001141936;NM_001168243;NM_001141936,1stExon;Body;5'UTR
cg22040431,chr1,109419606,-,I,chr1:109419544-109420038,Island,GPSM2;GPSM2,NM_013296;NM_013296,1stExon;5'UTR
cg22053042,chr19,50119262,-,I,chr19:50119223-50119476,Island,PRR12,NM_020719,Body
cg22066065,chr6,170444432,+,I,,OpenSea,,,
cg22069342,chr18,3261971,-,I,chr18:3261708-3262671,Island,MYL12B;MYL12B;MYL12B;MYL12B,NM_033546;NM_001144944;NM_001144945;NM_001144946,TSS200;TSS1500;TSS1500;TSS200
cg22077701,chr4,144434441,-,I,chr4:144434249-144435343,Island,SMARCA5,NM_003601,TSS200
cg22078976,chr20,58515561,+,I,chr20:58514071-58515636,Island,C20orf177;C20orf177;PPP1R3D,NM_022106;NM_022106;NM_006242,1stExon;5'UTR;TSS1500
cg22083815,chr1,32666378,-,I,chr1:32666231-32666460,Island,CCDC28B,NM_024296,5'UTR
cg22092082,chr2,191184568,+,I,chr2:191184323-191184767,Island,HIBCH;HIBCH,NM_198047;NM_014362,TSS200;TSS200
cg22094802,chr19,45946652,-,I,chr19:45946742-45946953,N_Shore,,,
cg22098324,chr2,232645906,-,I,chr2:232645313-232646505,Island,PDE6D;PDE6D,NM_002601;NM_002601,1stExon;5'UTR
cg22109000,chr2,69664724,-,I,chr2:69664291-69664816,Island,NFU1;NFU1;NFU1;NFU1;NFU1;NFU1;NFU1;NFU1,NM_001002756;NM_015700;NM_001002756;NM_015700;NM_001002757;NM_001002757;NM_001002755;NM_001002755,1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon
cg22111318,chr11,61196990,+,I,chr11:61196921-61197697,Island,SDHAF2;CPSF7;CPSF7;CPSF7,NM_017841;NM_024811;NM_001136040;NM_001142565,TSS1500;Body;5'UTR;5'UTR
cg22116234,chr5,180650259,-,I,chr5:180650099-180650679,Island,TRIM41;TRIM41,NM_033549;NM_201627,TSS200;TSS200
cg22128830,chr6,31371598,+,I,chr6:31370915-31371917,Island,MICA,NM_000247,Body
cg22136124,chr15,44119091,-,I,chr15:44119074-44119277,Island,WDR76;WDR76,NM_024908;NM_001167941,TSS200;TSS200
cg22154024,chr12,103351180,+,I,chr12:103351579-103352695,N_Shore,ASCL1,NM_004316,TSS1500
cg22157823,chr3,47517263,+,I,chr3:47516997-47517650,Island,SCAP,NM_012235,5'UTR
cg22163056,chr17,59477019,+,I,chr17:59473060-59483266,Island,TBX2,NM_005994,TSS1500
cg22191731,chr19,19496697,-,I,chr19:19495952-19497038,Island,GATAD2A;GATAD2A,NM_017660;NM_017660,5'UTR;1stExon
cg22199294,chr12,31743449,+,I,chr12:31742760-31744324,Island,DENND5B,NM_144973,Body
cg22202154,chr17,79895100,+,I,chr17:79894668-79895533,Island,PYCR1;PYCR1,NM_153824;NM_006907,TSS200;TSS200
cg22205015,chr7,77045241,-,I,chr7:77044840-77045719,Island,PION,NM_017439,Body
cg22208339,chr12,49110861,-,I,chr12:49110055-49110881,Island,CCNT1,NM_001240,TSS200
cg22216069,chr7,36406739,+,I,chr7:36406370-36407017,Island,KIAA0895;KIAA0895;KIAA0895,NM_015314;NM_015314;NM_001100425,1stExon;5'UTR;Body
cg22227058,chr5,159846119,+,I,chr5:159845996-159846260,Island,SLU7;SLU7,NM_006425;NM_006425,1stExon;5'UTR
cg22230508,chr11,82783523,+,I,,OpenSea,RAB30,NM_014488,TSS1500
cg22232616,chr8,144898139,+,I,chr8:144897283-144898354,Island,SCRIB;SCRIB,NM_015356;NM_182706,TSS1500;TSS1500
cg22246187,chr4,2471515,-,I,chr4:2470219-2471728,Island,RNF4,NM_002938,5'UTR
cg22251298,chr17,42785946,+,I,chr17:42785900-42786278,Island,DBF4B;DBF4B,NM_145663;NM_025104,TSS200;TSS200
cg22265988,chr12,53895176,-,I,chr12:53894450-53895313,Island,TARBP2;TARBP2;TARBP2;TARBP2,NM_134323;NM_134324;NM_134323;NM_004178,1stExon;TSS200;5'UTR;5'UTR
cg22266470,chr19,51014659,+,I,chr19:51014318-51014873,Island,JOSD2,NM_138334,TSS1500
cg22276040,chr6,30294860,+,I,chr6:30294169-30295071,Island,TRIM39;HCG18;HCG18;TRIM39,NM_021253;NR_024052;NR_024053;NM_172016,5'UTR;Body;Body;TSS200
cg22287624,chr8,65711416,+,I,chr8:65710990-65711722,Island,CYP7B1,NM_004820,TSS200
cg22288577,chr15,91498497,+,I,chr15:91497994-91498615,Island,RCCD1;RCCD1,NM_033544;NM_001017919,5'UTR;5'UTR
cg22289948,chr19,36980602,+,I,chr19:36980190-36980733,Island,ZNF566;ZNF566;ZNF566;ZNF566,NM_001145343;NM_032838;NM_001145344;NM_001145345,TSS200;TSS1500;TSS200;TSS200
cg22295879,chr12,57145868,+,I,chr12:57145948-57146333,N_Shore,PRIM1,NM_000946,Body
cg22296762,chr17,34891464,-,I,chr17:34890466-34891480,Island,PIGW;MYO19;MYO19;MYO19,NM_178517;NM_025109;NM_001033580;NM_001163735,5'UTR;TSS200;TSS200;TSS200
cg22298206,chr15,66993946,+,I,chr15:66993543-66996571,Island,SMAD6;SMAD6,NR_027654;NM_005585,TSS1500;TSS1500
cg22318948,chr19,54969151,-,I,chr19:54971878-54972090,N_Shelf,LENG8,NM_052925,Body
cg22321089,chr13,21649722,-,I,,OpenSea,,,
cg22331074,chr8,42751762,-,I,chr8:42751212-42753132,Island,RNF170;RNF170;RNF170;RNF170;RNF170;RNF170;HOOK3;RNF170;RNF170;RNF170;RNF170,NM_030954;NR_027668;NM_001160224;NM_030954;NM_001160223;NM_001160225;NM_032410;NM_001160223;NM_001160224;NM_001160225;NR_027669,1stExon;Body;5'UTR;5'UTR;1stExon;5'UTR;TSS1500;5'UTR;1stExon;1stExon;Body
cg22332100,chr1,2000508,+,I,,OpenSea,PRKCZ,NM_002744,Body
cg22333836,chr1,95392125,+,I,chr1:95391837-95393116,Island,CNN3,NM_001839,Body
cg22336993,chr6,31848507,-,I,,OpenSea,EHMT2;EHMT2,NM_006709;NM_025256,Body;Body
cg22341865,chr1,10459003,-,I,chr1:10458548-10459997,Island,PGD,NM_002631,TSS200
cg22342925,chr8,144550624,-,I,chr8:144552580-144552787,N_Shore,ZC3H3,NM_015117,Body
cg22343299,chr1,1024513,+,I,chr1:1024075-1024614,Island,C1orf159,NM_017891,Body
cg22346355,chr17,29233327,-,I,chr17:29233259-29233538,Island,C17orf42,NM_024683,TSS200
cg22350160,chr1,46016574,+,I,chr1:46016403-46016694,Island,AKR1A1;AKR1A1;AKR1A1;AKR1A1,NM_153326;NM_006066;NM_006066;NM_153326,1stExon;1stExon;5'UTR;5'UTR
cg22359362,chr1,24104798,-,I,chr1:24104502-24105263,Island,C1orf128,NM_020362,TSS200
cg22364869,chr1,7740271,-,I,chr1:7740143-7741117,Island,CAMTA1,NM_015215,Body
cg22368208,chr1,51796381,+,I,chr1:51796097-51796589,Island,TTC39A,NM_001144832,Body
cg22380059,chr17,33307512,+,I,chr17:33307352-33308246,Island,LIG3;LIG3,NM_013975;NM_002311,TSS200;TSS200
cg22394521,chr20,61569754,-,I,chr20:61568678-61569916,Island,DIDO1;DIDO1;C20orf11;DIDO1,NM_022105;NM_033081;NM_017896;NM_080797,TSS1500;TSS1500;5'UTR;TSS1500
cg22401066,chr6,123110741,-,I,chr6:123110288-123110878,Island,SMPDL3A,NM_006714,Body
cg22403344,chr2,95691500,+,I,chr2:95690857-95692431,Island,MAL;MAL;MAL;MAL;MAL;MAL;MAL;MAL,NM_022439;NM_002371;NM_022440;NM_002371;NM_022440;NM_022438;NM_022439;NM_022438,5'UTR;1stExon;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon
cg22405728,chr20,45318409,-,I,chr20:45317691-45318458,Island,TP53RK,NM_033550,TSS200
cg22408278,chr6,30029039,+,I,chr6:30028936-30029195,Island,NCRNA00171;ZNRD1;ZNRD1;ZNRD1;ZNRD1,NR_026751;NM_170783;NM_014596;NM_170783;NM_014596,TSS200;1stExon;1stExon;5'UTR;5'UTR
cg22411400,chr20,33735232,+,I,chr20:33734567-33735280,Island,EDEM2;EDEM2;EDEM2,NR_026728;NM_018217;NM_001145025,TSS200;TSS200;TSS200
cg22411407,chr7,100081358,+,I,chr7:100080693-100081371,Island,C7orf51,NM_173564,TSS200
cg22416137,chr6,52930106,+,I,chr6:52930050-52930758,Island,FBXO9;FBXO9,NM_033480;NM_033481,TSS200;5'UTR
cg22435081,chr17,41323035,+,I,chr17:41322972-41323363,Island,NBR1;NBR1;NBR1,NM_031858;NM_005899;NM_031862,5'UTR;TSS1500;5'UTR
cg22439198,chr5,80597482,-,I,chr5:80597320-80597734,Island,RNU5D;ZCCHC9;ZCCHC9;ZCCHC9;ZCCHC9;ZCCHC9;RNU5E;ZCCHC9,NR_002755;NM_032280;NM_001131036;NM_032280;NM_001131035;NM_001131035;NR_002754;NM_001131036,Body;1stExon;5'UTR;5'UTR;1stExon;5'UTR;Body;1stExon
cg22450693,chr17,48624483,+,I,chr17:48624415-48624723,Island,SPATA20,NM_022827,TSS200
cg22466830,chr18,9475498,+,I,chr18:9474804-9475978,Island,RALBP1,NM_006788,TSS200
cg22467468,chr19,19774512,+,I,chr19:19773991-19774767,Island,ATP13A1,NM_020410,TSS200
cg22474865,chr17,1627757,-,I,chr17:1627745-1629897,Island,WDR81;WDR81;WDR81;WDR81,NM_001163811;NM_001163673;NM_001163809;NM_152348,TSS200;Body;TSS1500;5'UTR
cg22479947,chr11,3078624,+,I,chr11:3078142-3078984,Island,CARS;CARS;CARS;CARS;CARS;CARS;CARS;CARS,NM_001014437;NM_001014438;NM_001751;NM_001014437;NM_139273;NM_001014438;NM_139273;NM_001751,5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon
cg22488859,chr2,38303831,-,I,chr2:38301276-38304518,Island,CYP1B1,NM_000104,TSS1500
cg22500151,chr1,160068371,-,I,chr1:160068040-160068430,Island,IGSF8;IGSF8,NM_052868;NM_052868,1stExon;5'UTR
cg22507989,chr22,21356069,-,I,chr22:21355973-21356824,Island,FLJ39582;THAP7;THAP7;FLJ39582,NR_027052;NM_030573;NM_001008695;NR_027051,TSS200;Body;Body;TSS200
cg22511723,chr20,46130617,-,I,chr20:46130428-46131057,Island,NCOA3;NCOA3,NM_006534;NM_181659,TSS200;TSS200
cg22516651,chr19,35521622,+,I,chr19:35521162-35522051,Island,SCN1B;SCN1B;SCN1B;SCN1B,NM_199037;NM_001037;NM_199037;NM_001037,5'UTR;5'UTR;1stExon;1stExon
cg22516733,chr7,2281617,+,I,chr7:2281362-2282105,Island,NUDT1;NUDT1;NUDT1;NUDT1;NUDT1;FTSJ2;NUDT1;NUDT1,NM_198948;NM_002452;NM_198953;NM_198949;NM_198954;NM_013393;NM_198952;NM_198950,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500
cg22517247,chr1,154193508,+,I,chr1:154192843-154193852,Island,C1orf43;UBAP2L;C1orf43;UBAP2L;C1orf43,NM_001098616;NM_014847;NM_138740;NM_001127320;NM_015449,TSS1500;5'UTR;TSS1500;5'UTR;TSS1500
cg22519151,chr1,226249809,+,I,chr1:226249457-226251457,Island,LOC440926;H3F3A,NR_002315;NM_002107,TSS1500;TSS1500
cg22521356,chr7,25219976,-,I,chr7:25219408-25219962,S_Shore,C7orf31,NM_138811,TSS200
cg22523077,chr4,56412259,+,I,chr4:56411993-56413357,Island,CLOCK,NM_004898,5'UTR
cg22531257,chr22,51222076,+,I,chr22:51221772-51222317,Island,RPL23AP82;RABL2B;RABL2B;RABL2B;RPL23AP82;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B;RABL2B,NR_026981;NM_001130921;NM_001003789;NM_001130923;NR_026982;NM_001003789;NM_001130920;NM_007081;NM_007081;NM_001130923;NM_001130922;NM_001130921;NM_001130920;NM_001130919;NM_001130922;NM_001130919,Body;1stExon;1stExon;1stExon;TSS200;5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon
cg22539985,chr22,22011943,+,I,chr22:22011565-22012516,Island,,,
cg22553289,chr17,33469403,+,I,chr17:33468896-33469418,Island,NLE1;NLE1,NM_018096;NM_001014445,TSS200;TSS200
cg22558474,chr17,78388905,-,I,chr17:78388437-78389722,Island,FLJ35220;FLJ35220;FLJ35220;LOC100294362,NM_173627;NM_001164637;NM_001164638;NR_029376,TSS200;TSS200;TSS200;Body
cg22560197,chr1,70687124,-,I,chr1:70687300-70687560,N_Shore,SFRS11,NM_004768,5'UTR
cg22571564,chr15,34875945,+,I,chr15:34874861-34876425,Island,GOLGA8B,NR_027410,TSS200
cg22580372,chr2,120436899,-,I,chr2:120436530-120437010,Island,TMEM177;TMEM177;TMEM177;TMEM177,NM_001105199;NM_030577;NM_001105198;NM_001105198,5'UTR;5'UTR;5'UTR;1stExon
cg22594323,chr3,50127011,+,I,chr3:50126252-50127204,Island,RBM5,NM_005778,5'UTR
cg22603934,chr8,87526595,-,I,chr8:87526560-87527272,Island,CPNE3,NM_003909,TSS200
cg22611817,chr5,60628016,-,I,chr5:60626505-60629809,Island,ZSWIM6,NM_020928,TSS200
cg22615372,chr1,101491252,-,II,chr1:101491317-101491680,N_Shore,DPH5;DPH5;DPH5;DPH5;DPH5;DPH5,NM_001077395;NM_015958;NM_001077394;NM_001077394;NM_001077395;NM_015958,5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR
cg22618350,chr1,91487603,+,I,chr1:91487158-91487807,Island,ZNF644;ZNF644;ZNF644;ZNF644;ZNF644,NM_032186;NM_032186;NM_201269;NM_201269;NM_016620,5'UTR;1stExon;1stExon;5'UTR;TSS1500
cg22626663,chr17,4870301,+,I,chr17:4870189-4871710,Island,SPAG7,NM_004890,Body
cg22630768,chr19,5043389,-,I,chr19:5043117-5043479,Island,KDM4B,NM_015015,Body
cg22638597,chr11,94134739,+,I,chr11:94134226-94134848,Island,GPR83,NM_016540,TSS200
cg22653717,chr2,196521756,-,I,chr2:196521555-196522950,Island,SLC39A10;SLC39A10,NM_001127257;NM_020342,5'UTR;TSS200
cg22659230,chr6,29944823,+,I,chr6:29944402-29945169,Island,HCG9,NR_028032,Body
cg22671580,chr6,42897598,-,I,chr6:42897116-42897611,Island,CNPY3,NM_006586,Body
cg22680070,chr11,9406117,-,I,chr11:9406108-9406702,Island,IPO7,NM_006391,TSS200
cg22682031,chr1,151585010,-,I,chr1:151584374-151585205,Island,SNX27,NM_030918,Body
cg22683035,chr19,3035674,+,I,chr19:3035638-3035872,Island,TLE2,NM_001144761,Body
cg22684570,chr6,15249150,+,I,chr6:15244877-15246160,S_Shelf,JARID2,NM_004973,Body
cg22685245,chr12,113495037,+,I,chr12:113494389-113495534,Island,DTX1,NM_004416,TSS1500
cg22688104,chr4,47916759,+,I,chr4:47915861-47916880,Island,NFXL1,NM_152995,TSS200
cg22694548,chr19,5455843,-,I,chr19:5455481-5456262,Island,ZNRF4,NM_181710,1stExon
cg22700360,chr17,55333779,-,I,chr17:55333068-55334245,Island,MSI2;MSI2,NM_170721;NM_138962,TSS1500;TSS200
cg22705204,chr19,2246901,+,I,chr19:2246820-2247035,Island,SF3A2,NM_007165,Body
cg22713941,chr2,105953959,+,I,chr2:105953744-105954249,Island,C2orf49,NM_024093,TSS200
cg22721007,chr22,43116638,-,I,chr22:43116151-43117121,Island,A4GALT,NM_017436,5'UTR
cg22728639,chr1,10532618,+,I,chr1:10532177-10532800,Island,DFFA;DFFA,NM_004401;NM_213566,TSS200;TSS200
cg22746529,chr19,36606117,-,I,chr19:36604359-36606906,Island,POLR2I;POLR2I;TBCB;TBCB,NM_006233;NM_006233;NM_001281;NM_001281,5'UTR;1stExon;1stExon;5'UTR
cg22752506,chr17,79895093,+,I,chr17:79894668-79895533,Island,PYCR1;PYCR1,NM_153824;NM_006907,TSS200;TSS200
