"tissue","cgid","median","mean","var","sd","chr","pos","strand","Type","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group"
"nasal","cg16664394",0.09,0.098,0.001,0.035,"chr5",54527671,"+","II","chr5:54527319-54527760","Island","CCNO","NM_021147","Body"
"nasal","cg17035795",0.94,0.937,0.001,0.034,"chr5",17491469,"-","II","chr5:17491457-17491873","Island","","",""
"nasal","cg17285378",0.898,0.891,0.002,0.049,"chr5",153594768,"-","II","","OpenSea","GALNT10","NM_198321","Body"
"nasal","cg17807863",0.76,0.749,0.006,0.077,"chr5",150418695,"+","II","","OpenSea","TNIP1","NM_006058","Body"
"nasal","cg17838420",0.338,0.358,0.006,0.079,"chr5",1877906,"-","II","chr5:1874907-1879032","Island","IRX4","NM_016358","3'UTR"
"nasal","cg18166636",0.826,0.815,0.006,0.08,"chr5",178956931,"-","II","chr5:178957433-178957900","N_Shore","","",""
"nasal","cg18459405",0.839,0.813,0.005,0.074,"chr5",176812139,"+","II","","OpenSea","SLC34A1;SLC34A1","NM_001167579;NM_003052","5'UTR;5'UTR"
"nasal","cg18516595",0.859,0.846,0.003,0.056,"chr5",133493247,"+","II","","OpenSea","SKP1;SKP1","NM_006930;NM_170679","3'UTR;3'UTR"
"nasal","cg18736183",0.903,0.894,0.002,0.043,"chr5",126987974,"-","II","","OpenSea","CTXN3;CTXN3","NM_001048252;NM_001127385","5'UTR;TSS1500"
"nasal","cg18818210",0.873,0.862,0.003,0.052,"chr5",147286378,"+","II","","OpenSea","C5orf46","NM_206966","TSS1500"
"nasal","cg18828365",0.102,0.12,0.004,0.06,"chr5",78281819,"+","II","chr5:78280317-78281300","S_Shore","ARSB;ARSB;ARSB","NM_198709;NM_000046;NM_000046","TSS200;1stExon;5'UTR"
"nasal","cg18864739",0.872,0.863,0.003,0.056,"chr5",31214888,"-","II","","OpenSea","CDH6","NM_004932","5'UTR"
"nasal","cg19010166",0.862,0.844,0.006,0.077,"chr5",1983799,"+","II","","OpenSea","","",""
"nasal","cg19411025",0.109,0.114,0.002,0.043,"chr5",87968118,"-","II","chr5:87968635-87968907","N_Shore","LOC645323;LOC645323;LOC645323","NR_024383;NR_015436;NR_024384","Body;Body;Body"
"nasal","cg19729803",0.921,0.908,0.002,0.049,"chr5",137803362,"+","II","chr5:137799615-137802253","S_Shore","EGR1","NM_001964","Body"
"nasal","cg20659584",0.901,0.896,0.002,0.047,"chr5",876709,"-","II","","OpenSea","BRD9;BRD9;BRD9","NR_027633;NM_001009877;NM_023924","Body;Body;Body"
"nasal","cg20662016",0.903,0.895,0.002,0.044,"chr5",118306150,"+","II","chr5:118309296-118309521","N_Shelf","DTWD2","NM_173666","Body"
"nasal","cg20770504",0.937,0.925,0.004,0.064,"chr5",82109937,"-","II","","OpenSea","","",""
"nasal","cg20952257",0.357,0.355,0.005,0.069,"chr5",171074407,"+","II","","OpenSea","","",""
"nasal","cg21037184",0.127,0.139,0.003,0.051,"chr5",90397684,"+","II","","OpenSea","GPR98;GPR98","NR_003149;NM_032119","Body;Body"
"nasal","cg21156483",0.942,0.937,0.001,0.037,"chr5",628118,"+","II","","OpenSea","CEP72","NM_018140","Body"
"nasal","cg21247757",0.911,0.903,0.002,0.041,"chr5",134228918,"+","II","","OpenSea","TXNDC15","NM_024715","Body"
"nasal","cg21483216",0.925,0.921,0.001,0.035,"chr5",150026459,"-","II","chr5:150028945-150029457","N_Shelf","SYNPO;SYNPO;SYNPO;SYNPO","NM_007286;NM_001109974;NM_001166208;NM_001166209","5'UTR;5'UTR;Body;Body"
"nasal","cg21768539",0.484,0.483,0.003,0.052,"chr5",177929808,"-","II","","OpenSea","COL23A1","NM_173465","Body"
"nasal","cg21910416",0.904,0.894,0.003,0.052,"chr5",126182526,"+","II","","OpenSea","","",""
"nasal","cg22472360",0.85,0.84,0.003,0.056,"chr5",14414979,"-","II","","OpenSea","TRIO","NM_007118","Body"
"nasal","cg22558265",0.919,0.912,0.002,0.045,"chr5",71756725,"-","II","chr5:71756206-71756757","Island","ZNF366","NM_152625","Body"
"nasal","cg22619376",0.904,0.898,0.002,0.047,"chr5",1859849,"+","II","chr5:1856773-1858444","S_Shore","","",""
"nasal","cg22645421",0.9,0.891,0.002,0.045,"chr5",6749246,"-","II","","OpenSea","POLS","NM_006999","Body"
"nasal","cg22701056",0.845,0.839,0.003,0.056,"chr5",33370896,"-","II","","OpenSea","","",""
"nasal","cg23510026",0.912,0.907,0.001,0.035,"chr5",134915537,"-","II","chr5:134914178-134914981","S_Shore","CXCL14","NM_004887","TSS1500"
"nasal","cg23941581",0.908,0.899,0.002,0.044,"chr5",110835597,"+","II","","OpenSea","STARD4","NM_139164","Body"
"nasal","cg24180879",0.878,0.871,0.002,0.05,"chr5",40753194,"-","II","chr5:40755537-40756257","N_Shelf","TTC33","NM_012382","5'UTR"
"nasal","cg24787830",0.907,0.9,0.002,0.042,"chr5",96364624,"+","II","","OpenSea","LNPEP;LNPEP","NM_175920;NM_005575","3'UTR;3'UTR"
"nasal","cg24817528",0.895,0.884,0.002,0.048,"chr5",67088174,"-","II","","OpenSea","","",""
"nasal","cg24857795",0.916,0.909,0.002,0.039,"chr5",149363940,"-","II","","OpenSea","SLC26A2","NM_000112","3'UTR"
"nasal","cg24860775",0.092,0.098,0.001,0.035,"chr5",161275745,"-","II","","OpenSea","GABRA1;GABRA1;GABRA1;GABRA1;GABRA1","NM_001127643;NM_000806;NM_001127644;NM_001127646;NM_001127645","5'UTR;5'UTR;5'UTR;TSS200;5'UTR"
"nasal","cg25130671",0.811,0.804,0.006,0.074,"chr5",643654,"+","II","chr5:643427-643669","Island","CEP72","NM_018140","Body"
"nasal","cg25352200",0.932,0.927,0.001,0.034,"chr5",6752379,"+","II","chr5:6755104-6755387","N_Shelf","POLS","NM_006999","Body"
"nasal","cg26369444",0.901,0.893,0.002,0.046,"chr5",53555964,"+","II","","OpenSea","ARL15","NM_019087","Body"
"nasal","cg26593241",0.803,0.789,0.005,0.071,"chr5",95807258,"-","II","","OpenSea","","",""
"nasal","cg26690956",0.903,0.893,0.002,0.048,"chr5",168579390,"+","II","","OpenSea","SLIT3","NM_003062","Body"
"nasal","cg26967723",0.545,0.545,0.003,0.058,"chr5",169617918,"+","II","","OpenSea","","",""
"nasal","cg26992204",0.921,0.913,0.002,0.041,"chr5",1147458,"+","II","","OpenSea","","",""
"nasal","cg27047044",0.872,0.858,0.004,0.064,"chr5",39817018,"-","II","","OpenSea","","",""
"nasal","cg27144115",0.14,0.164,0.005,0.069,"chr5",2754322,"-","II","chr5:2748368-2757024","Island","C5orf38","NM_178569","Body"
"nasal","cg27656362",0.106,0.108,0.001,0.038,"chr5",72607795,"-","II","","OpenSea","","",""
"nasal","ch.5.2251785F",0.112,0.119,0.002,0.04,"chr5",123635353,"+","II","","OpenSea","","",""
"nasal","ch.5.2763962F",0.067,0.075,0.001,0.035,"chr5",147115232,"+","II","","OpenSea","JAKMIP2","NM_014790","5'UTR"
"nasal","cg00043524",0.913,0.904,0.002,0.047,"chr6",169951954,"+","II","","OpenSea","WDR27","NM_182552","Body"
"nasal","cg00119670",0.92,0.911,0.002,0.041,"chr6",127795207,"-","II","chr6:127796286-127797356","N_Shore","C6orf174","NM_001012279","Body"
"nasal","cg00267142",0.749,0.742,0.007,0.082,"chr6",167104601,"-","II","","OpenSea","RPS6KA2","NM_001006932","Body"
"nasal","cg00405086",0.101,0.113,0.003,0.051,"chr6",131949743,"+","II","chr6:131949087-131949552","S_Shore","MED23;MED23","NM_015979;NM_004830","TSS1500;TSS1500"
"nasal","cg00887255",0.795,0.785,0.003,0.051,"chr6",31600560,"+","II","chr6:31599519-31599761","S_Shore","BAT2","NM_080686","Body"
"nasal","cg01190330",0.873,0.858,0.005,0.068,"chr6",29341894,"+","II","","OpenSea","OR12D3;OR12D3","NM_030959;NM_030959","1stExon;3'UTR"
"nasal","cg01659632",0.917,0.909,0.002,0.043,"chr6",144262297,"-","II","","OpenSea","PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1;PLAGL1","NM_001080956;NM_001080951;NM_001080954;NM_001080955;NM_006718;NM_002656;NM_001080953;NM_001080952","3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR"
"nasal","cg01799681",0.209,0.212,0.003,0.051,"chr6",11043368,"+","II","chr6:11043913-11045206","N_Shore","ELOVL2","NM_017770","Body"
"nasal","cg02053920",0.753,0.74,0.004,0.06,"chr6",31093846,"+","II","","OpenSea","PSORS1C1","NM_014068","5'UTR"
"nasal","cg02289590",0.885,0.873,0.003,0.054,"chr6",128541775,"+","II","","OpenSea","PTPRK;PTPRK","NM_002844;NM_001135648","Body;Body"
"nasal","cg02651357",0.708,0.708,0.004,0.065,"chr6",6695860,"-","II","","OpenSea","","",""
"nasal","cg02772312",0.9,0.891,0.002,0.045,"chr6",3077011,"-","II","","OpenSea","RIPK1","NM_003804","TSS200"
"nasal","cg02783314",0.922,0.914,0.001,0.036,"chr6",1788530,"-","II","","OpenSea","GMDS","NM_001500","Body"
"nasal","cg02815835",0.786,0.778,0.003,0.058,"chr6",25710694,"-","II","","OpenSea","","",""
"nasal","cg03591753",0.417,0.425,0.004,0.062,"chr6",35659141,"+","II","chr6:35655607-35656856","S_Shelf","FKBP5","NM_001145775","5'UTR"
"nasal","cg04312970",0.928,0.917,0.002,0.047,"chr6",166900456,"+","II","","OpenSea","RPS6KA2;RPS6KA2","NM_021135;NM_001006932","Body;Body"
"nasal","cg04383208",0.921,0.915,0.001,0.038,"chr6",119298337,"+","II","","OpenSea","FAM184A;FAM184A","NM_024581;NM_001100411","Body;Body"
"nasal","cg04498418",0.141,0.152,0.004,0.062,"chr6",101850540,"-","II","chr6:101849806-101850974","Island","GRIK2;GRIK2;GRIK2","NM_001166247;NM_175768;NM_021956","Body;Body;Body"
"nasal","cg04637264",0.812,0.807,0.003,0.058,"chr6",112359355,"-","II","","OpenSea","","",""
"nasal","cg04933135",0.687,0.69,0.003,0.052,"chr6",32150063,"-","II","","OpenSea","AGER;AGER","NM_172197;NM_001136","Body;Body"
"nasal","cg05031917",0.925,0.918,0.001,0.035,"chr6",14417087,"+","II","","OpenSea","","",""
"nasal","cg05221738",0.836,0.821,0.004,0.066,"chr6",168628407,"-","II","chr6:168630046-168630390","N_Shore","","",""
"nasal","cg05354831",0.894,0.885,0.003,0.055,"chr6",76022556,"-","II","","OpenSea","FILIP1","NM_015687","Body"
"nasal","cg05358170",0.85,0.842,0.005,0.07,"chr6",29692399,"-","II","chr6:29691106-29692093","S_Shore","HLA-F;HLA-F;HLA-F","NM_001098478;NM_001098479;NM_018950","Body;Body;Body"
"nasal","cg05572930",0.836,0.806,0.009,0.094,"chr6",125404126,"+","II","","OpenSea","RNF217","NM_152553","3'UTR"
"nasal","cg05648988",0.838,0.832,0.003,0.054,"chr6",33865492,"+","II","","OpenSea","","",""
"nasal","cg05819221",0.881,0.867,0.003,0.053,"chr6",30707585,"+","II","chr6:30710307-30712440","N_Shelf","FLOT1","NM_005803","Body"
"nasal","cg06093993",0.896,0.886,0.002,0.045,"chr6",132945592,"-","II","","OpenSea","TAAR2","NM_001033080","TSS200"
"nasal","cg06259554",0.918,0.91,0.002,0.041,"chr6",78177259,"+","II","chr6:78172231-78174088","S_Shelf","","",""
"nasal","cg06705138",0.924,0.92,0.001,0.037,"chr6",169226330,"-","II","chr6:169226157-169226419","Island","","",""
"nasal","cg07008962",0.88,0.867,0.004,0.06,"chr6",138478542,"-","II","chr6:138482534-138483710","N_Shelf","","",""
"nasal","cg07087159",0.918,0.911,0.001,0.035,"chr6",30522359,"+","II","chr6:30523286-30523519","N_Shore","GNL1","NM_005275","Body"
"nasal","cg07162210",0.888,0.881,0.002,0.049,"chr6",15391271,"+","II","","OpenSea","JARID2","NM_004973","Body"
"nasal","cg07308751",0.891,0.88,0.003,0.052,"chr6",131287984,"+","II","","OpenSea","EPB41L2;EPB41L2;EPB41L2","NM_001135554;NM_001431;NM_001135555","5'UTR;5'UTR;5'UTR"
"nasal","cg07370845",0.87,0.859,0.003,0.054,"chr6",26108434,"-","II","chr6:26104184-26104502","S_Shelf","HIST1H1T","NM_005323","TSS200"
"nasal","cg07918933",0.686,0.68,0.005,0.073,"chr6",72051803,"+","II","","OpenSea","","",""
"nasal","cg07920838",0.921,0.918,0.001,0.035,"chr6",170590694,"+","II","chr6:170590591-170590909","Island","","",""
"nasal","cg07972026",0.907,0.903,0.001,0.036,"chr6",1636961,"+","II","","OpenSea","GMDS","NM_001500","Body"
"nasal","cg08582028",0.918,0.91,0.002,0.041,"chr6",124604009,"-","II","","OpenSea","NKAIN2","NM_001040214","Body"
"nasal","cg09255586",0.109,0.117,0.002,0.04,"chr6",10415801,"+","II","chr6:10417384-10417842","N_Shore","TFAP2A;TFAP2A","NM_001042425;NM_003220","Body;TSS1500"
"nasal","cg09703616",0.927,0.919,0.001,0.038,"chr6",106347146,"-","II","","OpenSea","","",""
"nasal","cg10367069",0.827,0.811,0.004,0.067,"chr6",168394477,"+","II","chr6:168390573-168391565","S_Shelf","","",""
"nasal","cg10545691",0.892,0.883,0.002,0.049,"chr6",170071774,"+","II","chr6:170067846-170068179","S_Shelf","WDR27","NM_182552","Body"
"nasal","cg10574283",0.656,0.65,0.003,0.052,"chr6",157110510,"+","II","","OpenSea","ARID1B;ARID1B;ARID1B","NM_017519;NM_175863;NM_020732","Body;Body;Body"
"nasal","cg10784143",0.934,0.929,0.002,0.047,"chr6",30123868,"+","II","","OpenSea","TRIM10;TRIM10","NM_006778;NM_052828","Body;Body"
"nasal","cg10929866",0.901,0.887,0.004,0.061,"chr6",158276296,"-","II","","OpenSea","SNX9","NM_016224","Body"
"nasal","cg10951235",0.885,0.874,0.003,0.058,"chr6",140923112,"-","II","","OpenSea","","",""
"nasal","cg11200743",0.889,0.882,0.002,0.045,"chr6",28120928,"-","II","","OpenSea","ZNF192","NM_006298","Body"
"nasal","cg11299371",0.918,0.914,0.001,0.038,"chr6",160224288,"+","II","chr6:160221146-160221493","S_Shelf","PNLDC1","NM_173516","Body"
"nasal","cg11417496",0.895,0.886,0.003,0.052,"chr6",134142331,"-","II","","OpenSea","MGC34034;MGC34034","NR_027029;NR_027030","Body;Body"
"nasal","cg11523221",0.911,0.901,0.002,0.048,"chr6",90905332,"+","II","","OpenSea","BACH2;BACH2","NM_021813;NM_001170794","5'UTR;5'UTR"
"nasal","cg11758283",0.839,0.825,0.004,0.064,"chr6",7998697,"-","II","","OpenSea","","",""
"nasal","cg12041069",0.917,0.909,0.002,0.044,"chr6",45341222,"-","II","chr6:45345185-45346261","N_Shelf","RUNX2;RUNX2;SUPT3H;SUPT3H","NM_001015051;NM_001024630;NM_181356;NM_003599","Body;Body;5'UTR;5'UTR"
"nasal","cg12497408",0.919,0.91,0.002,0.046,"chr6",160579628,"-","II","","OpenSea","SLC22A1;SLC22A1","NM_153187;NM_003057","3'UTR;3'UTR"
"nasal","cg12736359",0.898,0.888,0.003,0.055,"chr6",126964499,"-","II","chr6:126964603-126964988","N_Shore","","",""
"nasal","cg13060500",0.853,0.844,0.004,0.065,"chr6",31081323,"-","II","","OpenSea","PSORS1C1;C6orf15","NM_014068;NM_014070","TSS1500;TSS1500"
"nasal","cg13323091",0.874,0.859,0.003,0.058,"chr6",93887573,"-","II","","OpenSea","","",""
"nasal","cg13378486",0.883,0.875,0.003,0.051,"chr6",32115221,"+","II","chr6:32116590-32117229","N_Shore","","",""
"nasal","cg13432267",0.915,0.906,0.004,0.067,"chr6",34501193,"+","II","chr6:34499313-34499580","S_Shore","PACSIN1","NM_020804","3'UTR"
"nasal","cg13497069",0.924,0.916,0.002,0.041,"chr6",29426119,"+","II","","OpenSea","OR2H1","NM_030883","TSS200"
"nasal","cg13834539",0.755,0.75,0.003,0.053,"chr6",1618814,"-","II","chr6:1619093-1621094","N_Shore","","",""
"nasal","cg13966752",0.87,0.855,0.004,0.06,"chr6",153079640,"+","II","","OpenSea","VIP;VIP","NM_194435;NM_003381","3'UTR;3'UTR"
"nasal","cg14065008",0.887,0.878,0.002,0.05,"chr6",128374435,"+","II","","OpenSea","PTPRK;PTPRK","NM_002844;NM_001135648","Body;Body"
"nasal","cg14178895",0.262,0.281,0.016,0.127,"chr6",11778902,"-","II","","OpenSea","C6orf105;C6orf105","NM_032744;NM_001143948","1stExon;1stExon"
"nasal","cg14302083",0.811,0.809,0.003,0.055,"chr6",43608326,"-","II","","OpenSea","MAD2L1BP;MAD2L1BP","NM_014628;NM_001003690","3'UTR;3'UTR"
"nasal","cg14465148",0.902,0.89,0.002,0.047,"chr6",3329791,"-","II","","OpenSea","SLC22A23;SLC22A23","NM_021945;NM_015482","Body;Body"
"nasal","cg14494607",0.92,0.91,0.003,0.054,"chr6",45906675,"-","II","","OpenSea","CLIC5;CLIC5","NM_001114086;NM_016929","Body;Body"
"nasal","cg14545253",0.859,0.847,0.004,0.066,"chr6",56894280,"+","II","","OpenSea","","",""
"nasal","cg14582080",0.915,0.91,0.002,0.041,"chr6",170457111,"-","II","chr6:170453924-170454935","S_Shelf","","",""
"nasal","cg14777908",0.77,0.764,0.003,0.052,"chr6",43939685,"+","II","","OpenSea","","",""
"nasal","cg14919130",0.914,0.907,0.002,0.041,"chr6",129250687,"+","II","chr6:129251113-129251319","N_Shore","LAMA2;LAMA2","NM_001079823;NM_000426","Body;Body"
"nasal","cg15069247",0.901,0.89,0.002,0.043,"chr6",56975219,"-","II","","OpenSea","ZNF451;ZNF451","NM_015555;NM_001031623","Body;Body"
"nasal","cg15735018",0.779,0.772,0.003,0.052,"chr6",33225455,"+","II","","OpenSea","VPS52","NM_022553","Body"
"nasal","cg16066008",0.855,0.843,0.005,0.068,"chr6",33675600,"-","II","chr6:33679158-33679701","N_Shelf","C6orf125","NM_032340","Body"
"nasal","cg16323298",0.218,0.228,0.003,0.052,"chr6",11044974,"+","II","chr6:11043913-11045206","Island","ELOVL2","NM_017770","TSS1500"
"nasal","cg16420520",0.893,0.882,0.002,0.048,"chr6",116544548,"+","II","","OpenSea","NT5DC1","NM_152729","Body"
"nasal","cg16623943",0.863,0.852,0.003,0.054,"chr6",80251197,"-","II","chr6:80246909-80247420","S_Shelf","","",""
"nasal","cg16912910",0.859,0.852,0.003,0.052,"chr6",29497165,"+","II","","OpenSea","","",""
"nasal","cg17084358",0.86,0.849,0.004,0.06,"chr6",135072384,"-","II","","OpenSea","","",""
"nasal","cg17085250",0.857,0.852,0.003,0.055,"chr6",29591016,"-","II","","OpenSea","GABBR1;GABBR1;GABBR1","NM_021904;NM_021903;NM_001470","Body;Body;Body"
"nasal","cg17179831",0.899,0.89,0.003,0.051,"chr6",116645836,"-","II","","OpenSea","DSE","NM_001080976","5'UTR"
"nasal","cg17227127",0.913,0.906,0.002,0.042,"chr6",33254571,"+","II","chr6:33256539-33256973","N_Shore","WDR46;WDR46","NM_005452;NM_001164267","Body;Body"
"nasal","cg17295842",0.905,0.893,0.002,0.044,"chr6",41195092,"-","II","","OpenSea","TREML4","NM_198153","TSS1500"
"nasal","cg17568518",0.92,0.915,0.002,0.039,"chr6",46807186,"-","II","","OpenSea","MEP1A","NM_005588","3'UTR"
"nasal","cg17609158",0.078,0.087,0.002,0.039,"chr6",41342382,"+","II","chr6:41340667-41342543","Island","","",""
"nasal","cg17736819",0.891,0.879,0.003,0.055,"chr6",133783020,"+","II","","OpenSea","EYA4;EYA4;EYA4","NM_172105;NM_172103;NM_004100","Body;Body;Body"
"nasal","cg17871838",0.898,0.89,0.002,0.043,"chr6",166924296,"+","II","","OpenSea","MIR1913;RPS6KA2;RPS6KA2","NR_031734;NM_021135;NM_001006932","TSS1500;Body;Body"
"nasal","cg18214570",0.911,0.902,0.002,0.04,"chr6",28543262,"-","II","","OpenSea","SCAND3","NM_052923","Body"
"nasal","cg18551822",0.821,0.805,0.005,0.07,"chr6",2110875,"+","II","","OpenSea","GMDS","NM_001500","Body"
"nasal","cg18679635",0.924,0.916,0.002,0.039,"chr6",6971315,"+","II","","OpenSea","","",""
"nasal","cg18682921",0.893,0.882,0.002,0.049,"chr6",8432072,"-","II","chr6:8435314-8436141","N_Shelf","SLC35B3;SLC35B3;SLC35B3","NM_001142540;NM_001142541;NM_015948","Body;Body;Body"
"nasal","cg18841159",0.094,0.105,0.002,0.041,"chr6",70992041,"-","II","chr6:70992040-70992912","Island","COL9A1;COL9A1","NM_001851;NM_078485","Body;Body"
"nasal","cg18955141",0.838,0.826,0.005,0.074,"chr6",36654979,"-","II","chr6:36651874-36652135","S_Shelf","CDKN1A;CDKN1A","NM_078467;NM_000389","3'UTR;3'UTR"
"nasal","cg19301017",0.895,0.885,0.003,0.05,"chr6",30884713,"-","II","chr6:30881533-30882296","S_Shelf","VARS2;VARS2;VARS2","NM_020442;NM_001167733;NM_001167734","Body;Body;Body"
"nasal","cg19477921",0.083,0.091,0.002,0.039,"chr6",127805476,"-","II","","OpenSea","C6orf174","NM_001012279","Body"
"nasal","cg19565171",0.899,0.897,0.002,0.046,"chr6",73935200,"+","II","","OpenSea","KHDC1L","NM_001126063","TSS200"
"nasal","cg19573599",0.932,0.926,0.002,0.042,"chr6",26565969,"+","II","","OpenSea","","",""
"nasal","cg19712745",0.902,0.89,0.003,0.055,"chr6",131275789,"-","II","","OpenSea","EPB41L2;EPB41L2;EPB41L2","NM_001135554;NM_001431;NM_001135555","Body;Body;Body"
"nasal","cg19751937",0.871,0.859,0.003,0.057,"chr6",6971371,"+","II","","OpenSea","","",""
"nasal","cg20044752",0.86,0.848,0.003,0.056,"chr6",169238418,"+","II","","OpenSea","","",""
"nasal","cg20060630",0.899,0.893,0.002,0.042,"chr6",32809657,"-","II","chr6:32811494-32811839","N_Shore","PSMB8;PSMB8","NM_004159;NM_148919","Body;Body"
"nasal","cg20335906",0.922,0.918,0.002,0.043,"chr6",30859977,"-","II","","OpenSea","DDR1;DDR1;DDR1","NM_013993;NM_001954;NM_013994","Body;Body;Body"
"nasal","cg20440187",0.798,0.793,0.003,0.052,"chr6",32180641,"+","II","","OpenSea","NOTCH4","NM_004557","Body"
"nasal","cg20447038",0.585,0.584,0.005,0.068,"chr6",36336825,"-","II","","OpenSea","ETV7","NM_016135","Body"
"nasal","cg20884110",0.907,0.899,0.002,0.043,"chr6",152464870,"-","II","","OpenSea","SYNE1;SYNE1;SYNE1;SYNE1","NM_182961;NM_133650;NM_015293;NM_033071","Body;Body;Body;Body"
"nasal","cg21052660",0.094,0.105,0.002,0.046,"chr6",41342202,"+","II","chr6:41340667-41342543","Island","","",""
"nasal","cg21112099",0.295,0.295,0.003,0.058,"chr6",75912633,"-","II","chr6:75911579-75912133","S_Shore","COL12A1;COL12A1","NM_004370;NM_080645","5'UTR;5'UTR"
"nasal","cg21125112",0.652,0.647,0.004,0.063,"chr6",109243325,"+","II","","OpenSea","ARMC2","NM_032131","Body"
"nasal","cg21567971",0.869,0.855,0.005,0.071,"chr6",164526833,"-","II","","OpenSea","","",""
"nasal","cg21628619",0.923,0.916,0.001,0.034,"chr6",104617160,"-","II","","OpenSea","","",""
"nasal","cg21771726",0.886,0.876,0.003,0.059,"chr6",28348476,"+","II","chr6:28351122-28351441","N_Shelf","ZSCAN12","NR_028077","Body"
"nasal","cg21987077",0.886,0.875,0.004,0.065,"chr6",657204,"+","II","chr6:656409-657155","S_Shore","EXOC2;HUS1B","NM_018303;NM_148959","5'UTR;TSS1500"
"nasal","cg22062601",0.894,0.886,0.002,0.045,"chr6",28833340,"-","II","chr6:28831682-28832134","S_Shore","","",""
"nasal","cg22143856",0.091,0.097,0.001,0.037,"chr6",28129313,"+","II","","OpenSea","ZNF389","NM_001145129","TSS1500"
"nasal","cg22369776",0.931,0.924,0.001,0.037,"chr6",84234127,"-","II","","OpenSea","PRSS35;PRSS35","NM_153362;NM_001170423","Body;Body"
"nasal","cg22424782",0.877,0.863,0.003,0.059,"chr6",168137238,"-","II","chr6:168135847-168136065","S_Shore","","",""
"nasal","cg22560545",0.858,0.847,0.003,0.052,"chr6",144612765,"-","II","","OpenSea","UTRN","NM_007124","TSS200"
"nasal","cg22768082",0.914,0.91,0.003,0.055,"chr6",45609895,"+","II","","OpenSea","","",""
"nasal","cg23004174",0.794,0.776,0.006,0.075,"chr6",74404879,"-","II","chr6:74405600-74406021","N_Shore","CD109;CD109;CD109","NM_001159588;NM_133493;NM_001159587","TSS1500;TSS1500;TSS1500"
"nasal","cg23091526",0.935,0.931,0.002,0.045,"chr6",29978637,"+","II","chr6:29974220-29975369","S_Shelf","NCRNA00171","NR_026751","Body"
"nasal","cg23345508",0.845,0.833,0.003,0.057,"chr6",148079619,"+","II","","OpenSea","","",""
